"","Y_train","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"81",193500,"RL",13000,"Reg","Lvl","Corner","NAmes","Norm","1Fam",6,6,"Gable","BrkFace",576,"TA","Gd","CBlock","Gd","No","Rec",448,"Unf",0,448,896,"TA",1182,960,2142,0,2,1,4,"Gd",8,1,"Attchd","Fin",1,509,0,72,0,"6","WD","Normal",41,41,41,0,0,0
"82",153500,"RM",4500,"Reg","Lvl","FR2","Mitchel","Norm","TwnhsE",6,5,"Hip","BrkFace",443,"TA","Gd","PConc","Ex","No","GLQ",1201,"Unf",0,36,1237,"Ex",1337,0,1337,1,2,0,2,"TA",5,0,"Attchd","Fin",2,405,0,199,0,"3","WD","Normal",8,8,8,0,0,0
"83",245000,"RL",10206,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","Stone",468,"TA","TA","PConc","Gd","No","GLQ",33,"Unf",0,1530,1563,"Ex",1563,0,1563,0,2,0,3,"Gd",6,1,"Attchd","RFn",3,758,144,99,0,"10","WD","Normal",1,1,1,0,0,0
"84",126500,"RL",8892,"IR1","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","BrkCmn",66,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1065,1065,"Gd",1065,0,1065,0,1,1,3,"TA",6,0,"Detchd","Unf",2,461,74,0,0,"7","COD","Normal",47,47,33,0,14,-14
"85",168500,"RL",8530,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","BrkFace",22,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,384,384,"Gd",804,670,1474,0,2,1,3,"TA",7,1,"BuiltIn","Fin",2,400,120,72,0,"5","WD","Normal",14,13,14,1,0,1
"86",260000,"RL",16059,"Reg","Lvl","Corner","NoRidge","Norm","1Fam",8,5,"Hip","BrkFace",284,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,1288,1288,"Ex",1301,1116,2417,0,2,1,4,"Gd",9,1,"Attchd","Unf",2,462,127,82,0,"4","WD","Normal",15,14,15,1,0,1
"87",174000,"RL",11911,"IR2","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,684,684,"Ex",684,876,1560,0,2,1,3,"Gd",6,1,"BuiltIn","Fin",2,400,100,38,0,"3","WD","Normal",4,4,4,0,0,0
"88",164500,"FV",3951,"Reg","Lvl","Corner","Somerst","Norm","TwnhsE",6,5,"Gable","Stone",76,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,612,612,"Ex",612,612,1224,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,528,0,234,0,"6","New","Partial",0,0,0,0,0,0
"89",85000,"C (all)",8470,"IR1","Lvl","Corner","IDOTRR","Feedr","1Fam",3,3,"Hip","None",0,"Fa","Fa","CBlock","TA","No","Unf",0,"Unf",0,1013,1013,"TA",1013,0,1526,0,1,0,2,"Fa",6,0,"Attchd","Unf",0,0,0,0,156,"10","ConLD","Abnorml",94,27,30.4938361131256,67,63.5061638868744,3.49383611312555
"90",123600,"RL",8070,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",588,"Unf",0,402,990,"Ex",990,0,990,1,1,0,3,"TA",5,0,"Attchd","Unf",0,0,0,0,0,"8","WD","Normal",13,12,28.4938361131256,1,-15.4938361131256,16.4938361131256
"91",109900,"RL",7200,"Reg","Lvl","Inside","NAmes","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",1040,0,1040,0,1,0,2,"TA",4,0,"Detchd","Unf",2,420,0,29,0,"7","WD","Normal",56,56,56,0,0,0
"92",98600,"RL",8500,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,3,"Hip","BrkCmn",203,"TA","TA","CBlock","TA","No","Rec",600,"Unf",0,635,1235,"TA",1235,0,1235,0,1,0,2,"TA",6,0,"Attchd","Unf",2,480,0,0,0,"12","WD","Abnorml",45,45,45,0,0,0
"93",163500,"RL",13360,"IR1","HLS","Inside","Crawfor","Norm","1Fam",5,7,"Gable","None",0,"TA","Gd","BrkTil","Gd","No","ALQ",713,"Unf",0,163,876,"Ex",964,0,964,1,1,0,2,"TA",5,0,"Detchd","Unf",2,432,0,0,44,"8","WD","Normal",88,3,88,85,0,85
"94",133900,"C (all)",7200,"Reg","Lvl","Corner","OldTown","Norm","2fmCon",6,6,"Hip","None",0,"TA","TA","BrkTil","TA","Mn","Rec",1046,"Unf",0,168,1214,"Ex",1260,1031,2291,0,2,0,4,"TA",9,1,"Detchd","Unf",2,506,0,0,0,"11","WD","Normal",97,9,89.8200000000002,88,7.17999999999984,80.8200000000002
"95",204750,"RL",9337,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",6,5,"Gable","None",0,"TA","Gd","PConc","Gd","No","GLQ",648,"Unf",0,176,824,"Ex",905,881,1786,1,2,1,3,"Gd",7,0,"Attchd","RFn",2,684,0,162,0,"5","WD","Normal",10,10,10,0,0,0
"96",185000,"RL",9765,"IR2","Lvl","Corner","Gilbert","Norm","1Fam",6,8,"Gable","BrkFace",68,"Ex","Gd","PConc","Gd","No","ALQ",310,"Unf",0,370,680,"Gd",680,790,1470,0,2,1,3,"TA",6,1,"BuiltIn","Fin",2,420,232,63,0,"4","WD","Normal",16,16,16,0,0,0
"97",214000,"RL",10264,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",183,"Gd","TA","PConc","Gd","Av","ALQ",1162,"Unf",0,426,1588,"Ex",1588,0,1588,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,472,158,29,0,"8","WD","Normal",7,7,7,0,0,0
"98",94750,"RL",10921,"Reg","HLS","Inside","Edwards","Norm","1Fam",4,5,"Hip","BrkFace",48,"TA","TA","CBlock","TA","No","Rec",520,"Unf",0,440,960,"TA",960,0,960,1,1,0,3,"TA",6,0,"Attchd","Fin",1,432,120,0,0,"5","WD","Normal",42,42,42,0,0,0
"99",83000,"RL",10625,"Reg","Lvl","Corner","Edwards","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","BrkTil","TA","No","ALQ",108,"Unf",0,350,458,"Fa",835,0,835,0,1,0,2,"TA",5,0,"Basment","Unf",1,366,0,0,77,"5","COD","Abnorml",90,60,90,30,0,30
"100",128950,"RL",9320,"IR1","Lvl","Inside","NAmes","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",569,"Unf",0,381,950,"Fa",1225,0,1225,1,1,1,3,"TA",6,0,"Attchd","Unf",0,0,352,0,0,"1","WD","Normal",51,51,31.4938361131256,0,19.5061638868744,-19.5061638868744
"101",205000,"RL",10603,"IR1","Lvl","Inside","NWAmes","Norm","1Fam",6,7,"Gable","BrkFace",28,"TA","TA","PConc","TA","Mn","ALQ",1200,"Unf",0,410,1610,"Gd",1610,0,1610,1,2,0,3,"Gd",6,2,"Attchd","RFn",2,480,168,68,0,"2","WD","Normal",33,9,33,24,0,24
"102",178000,"RL",9206,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,5,"Gable","BrkFace",336,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,741,741,"TA",977,755,1732,0,2,1,3,"Gd",7,1,"Attchd","Fin",2,476,192,46,0,"6","WD","Normal",25,25,25,0,0,0
"103",118964,"RL",7018,"Reg","Bnk","Inside","SawyerW","Norm","Duplex",5,5,"Gable","None",0,"TA","Fa","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",1535,0,1535,0,2,0,4,"TA",8,0,"Attchd","Unf",2,410,0,0,0,"6","WD","Alloca",30,30,30,0,0,0
"104",198900,"RL",10402,"IR1","Lvl","Corner","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1226,1226,"Ex",1226,0,1226,0,2,0,3,"Gd",6,0,"Attchd","RFn",3,740,0,36,0,"5","WD","Normal",1,1,1,0,0,0
"105",169500,"RM",7758,"Reg","Lvl","Corner","IDOTRR","Norm","1Fam",7,4,"Gable","BrkFace",600,"TA","Fa","PConc","TA","No","LwQ",224,"Unf",0,816,1040,"Ex",1226,592,1818,0,1,1,4,"TA",7,2,"Detchd","Unf",1,240,0,0,0,"6","WD","Normal",76,57,56,19,20,-1
"106",250000,"FV",9375,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Hip","BrkFace",768,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,1053,1053,"Ex",1053,939,1992,0,2,1,3,"Gd",9,1,"Attchd","RFn",2,648,140,45,0,"8","WD","Normal",5,4,5,1,0,1
"107",100000,"RM",10800,"Reg","Lvl","Inside","OldTown","Norm","1Fam",4,7,"Mansard","None",0,"TA","TA","BrkTil","Fa","No","Unf",0,"Unf",0,641,641,"Gd",1047,0,1047,0,1,0,2,"TA",6,0,"Detchd","Unf",1,273,0,0,0,"8","WD","Normal",107.82,12,53,95.8199999999999,54.8199999999999,41
"108",115000,"RM",6000,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",104,"BLQ",169,516,789,"Ex",789,0,789,0,1,0,2,"TA",5,0,"Detchd","Unf",1,250,0,0,0,"4","WD","Partial",60,58,60,2,0,2
"109",115000,"RM",8500,"Reg","Lvl","Corner","IDOTRR","Artery","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,793,793,"TA",997,520,1517,0,2,0,3,"Fa",7,0,"Attchd","Unf",0,0,0,0,144,"8","WD","Normal",88,2,28.4938361131256,86,59.5061638868744,26.4938361131256
"110",190000,"RL",11751,"IR1","Lvl","Inside","NWAmes","Norm","1Fam",6,6,"Hip","BrkFace",480,"TA","TA","CBlock","Gd","No","BLQ",705,"Unf",0,1139,1844,"Ex",1844,0,1844,0,2,0,3,"TA",7,1,"Attchd","RFn",2,546,0,122,0,"1","COD","Normal",33,33,33,0,0,0
"111",136900,"RL",9525,"Reg","Lvl","Inside","Edwards","Norm","1Fam",6,4,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",444,"Unf",0,550,994,"Gd",1216,639,1855,0,2,0,4,"TA",7,0,"Attchd","Unf",1,325,182,0,0,"10","WD","Normal",52,34,52,18,0,18
"112",180000,"RL",7750,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",250,"Unf",0,134,384,"Ex",774,656,1430,0,2,1,3,"TA",7,1,"BuiltIn","Fin",2,400,180,0,0,"4","WD","Normal",10,10,10,0,0,0
"113",383970,"RL",9965,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","Stone",220,"Gd","TA","PConc","Ex","Av","GLQ",984,"Unf",0,280,1264,"Ex",1282,1414,2696,1,2,1,4,"Ex",10,1,"BuiltIn","Fin",3,792,120,184,0,"10","New","Partial",0,0,0,0,0,0
"114",217000,"RL",21000,"Reg","Bnk","Corner","Crawfor","Norm","1Fam",6,5,"Hip","BrkFace",184,"TA","Gd","CBlock","Gd","Mn","ALQ",35,"Rec",830.380000000001,905,1809,"TA",2219.46,0,2259,1,2,0,3,"Gd",7,2,"Basment","Unf",2,450,166,120,192,"10","COD","Abnorml",54,54,54,0,0,0
"115",259500,"RL",7259,"IR1","Lvl","Inside","Crawfor","Norm","1Fam",6,8,"Gambrel","None",0,"TA","TA","CBlock","TA","No","ALQ",774,"LwQ",150,104,1028,"Ex",1436,884,2320,1,2,1,3,"Gd",9,1,"Detchd","Unf",1,180,224,0,0,"7","WD","Normal",62,5,62,57,0,57
"116",176000,"FV",3230,"Reg","Lvl","Corner","Somerst","Norm","TwnhsE",6,5,"Gable","BrkFace",791.280000000001,"TA","TA","PConc","Gd","No","GLQ",419,"Unf",0,310,729,"Gd",729,729,1458,0,2,1,2,"TA",5,1,"Detchd","Unf",2,440,0,32,0,"6","WD","Normal",8,8,8,0,0,0
"117",139000,"RL",11616,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Gable","BrkFace",116,"TA","TA","CBlock","TA","No","LwQ",170,"BLQ",670,252,1092,"TA",1092,0,1092,0,1,0,3,"TA",6,1,"Attchd","Unf",1,288,0,20,144,"9","WD","Normal",47,47,47,0,0,0
"118",155000,"RL",8536,"Reg","Lvl","Corner","Edwards","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1125,1125,"Gd",1125,0,1125,0,1,1,2,"TA",5,0,"Attchd","Unf",2,430,80,64,0,"4","New","Partial",1,0,0,1,1,0
"119",320000,"RL",12376,"Reg","Lvl","Corner","SawyerW","Norm","1Fam",7,5,"Hip","None",0,"TA","TA","PConc","Gd","Mn","GLQ",1470,"Unf",0,203,1673,"Gd",1699,1418.92,3123.48,1,3,0,5,"Gd",11,2,"Attchd","Unf",3,594,367,0,0,"5","WD","Normal",20,20,20,0,0,0
"120",163990,"RL",8461,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,728,728,"Ex",728,728,1456,0,2,1,3,"Gd",8,1,"Attchd","Fin",2,390,0,24,0,"7","New","Partial",1,0,1,1,0,1
"121",180000,"RL",21453,"IR1","Low","CulDSac","ClearCr","Norm","1Fam",6,5,"Flat","None",0,"TA","TA","CBlock","TA","Gd","ALQ",938,"Unf",0,0,938,"Ex",988,0,988,1,1,0,1,"TA",4,2,"Attchd","Unf",2,540,0,130,0,"10","WD","Normal",37,37,37,0,0,0
"122",100000,"RM",6060,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,732,732,"Gd",772,351,1123,0,1,0,3,"TA",4,0,"Detchd","Unf",1,264,0,0,140,"6","WD","Normal",68,57,28,11,40,-29
"123",136000,"RL",9464,"Reg","Lvl","Corner","NAmes","Norm","1Fam",6,7,"Hip","BrkFace",135,"TA","Gd","CBlock","TA","No","BLQ",570,"Unf",0,510,1080,"Gd",1080,0,1080,0,1,0,3,"TA",5,0,"Attchd","Unf",1,288,0,0,0,"6","WD","Normal",50,50,50,0,0,0
"124",153900,"RL",7892,"Reg","Lvl","Inside","SawyerW","Norm","TwnhsE",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",300,"Unf",0,899,1199,"Ex",1199,0,1199,0,2,0,2,"Gd",5,0,"Attchd","RFn",2,530,0,63,0,"3","WD","Normal",15,15,15,0,0,0
"125",181000,"RL",17043,"IR1","Lvl","CulDSac","NWAmes","Norm","1Fam",6,5,"Gable","None",0,"TA","Gd","CBlock","Gd","No","Unf",0,"Unf",0,1362,1362,"TA",1586,0,1586,0,2,0,3,"TA",7,1,"Attchd","Unf",2,435,192,0,0,"1","WD","Normal",30,11,30,19,0,19
"126",84500,"RM",6780,"Reg","Lvl","Inside","IDOTRR","Norm","2fmCon",6,8,"Gable","None",0,"TA","Fa","CBlock","TA","Av","GLQ",490,"Unf",0,30,520,"Gd",520,0,754,1,1,0,2,"TA",5,0,"Attchd","Unf",0,0,53,0,0,"6","WD","Normal",71,24,27.4938361131256,47,43.5061638868744,3.49383611312555
"127",128000,"RL",4928,"IR1","Lvl","Inside","NPkVill","Norm","TwnhsE",6,5,"Gable","None",0,"TA","TA","CBlock","Gd","No","ALQ",120,"Unf",0,958,1078,"TA",958,0,958,0,2,0,2,"TA",5,1,"Attchd","RFn",2,440,0,205,0,"2","WD","Normal",31,31,30,0,1,-1
"128",87000,"RM",4388,"IR1","Bnk","Inside","OldTown","Feedr","1Fam",5,7,"Gable","None",0,"TA","Gd","BrkTil","TA","No","LwQ",116,"Unf",0,556,672,"Ex",840,0,840,0,1,0,3,"TA",5,1,"Attchd","Unf",0,0,0,0,0,"6","WD","Normal",77,57,28.4938361131256,20,48.5061638868744,-28.5061638868744
"129",155000,"RL",7590,"Reg","Lvl","Inside","NAmes","PosN","1Fam",6,5,"Gable","BrkFace",266,"TA","TA","CBlock","TA","No","BLQ",512,"Unf",0,148,660,"TA",660,688,1348,0,1,1,3,"TA",6,1,"Attchd","RFn",2,453,188,108,0,"7","WD","Normal",40,40,40,0,0,0
"130",150000,"RL",8973,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","BrkFace",85,"TA","TA","CBlock","TA","No","Rec",567,"BLQ",28,413,1008,"TA",1053,0,1053,0,1,1,3,"Ex",6,0,"2Types","RFn",2,750,0,80,0,"7","WD","Abnorml",48,15,8,33,40,-7
"131",226000,"RL",14200,"Reg","Lvl","Corner","NAmes","Norm","1Fam",7,6,"Gable","BrkFace",309,"TA","TA","CBlock","TA","No","Rec",445,"Unf",0,479,924,"Ex",1216,941,2157,0,2,1,4,"Gd",8,2,"Attchd","Fin",2,487,105,66,0,"5","WD","Normal",40,40,40,0,0,0
"132",244000,"RL",12224,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",6,5,"Gable","BrkFace",40,"Gd","TA","PConc","Gd","No","GLQ",695,"Unf",0,297,992,"Ex",1022,1032,2054,1,2,1,3,"Gd",7,1,"BuiltIn","RFn",2,390,24,48,0,"7","WD","Normal",9,9,9,0,0,0
"133",150750,"RL",7388,"Reg","Lvl","Corner","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",405,"Unf",0,658,1063,"Gd",1327,0,1327,1,1,0,3,"Gd",7,0,"Detchd","Unf",2,624,0,0,0,"7","WD","Normal",48,5,33,43,15,28
"134",220000,"RL",6853,"IR1","Lvl","Inside","Timber","Norm","1Fam",8,5,"Gable","BrkFace",136,"Gd","TA","PConc","Ex","No","GLQ",1005,"Unf",0,262,1267,"Ex",1296,0,1296,1,2,0,2,"Gd",6,0,"Attchd","Fin",2,471,192,25,0,"6","WD","Normal",8,7,8,1,0,1
"135",180000,"RL",10335,"IR1","Lvl","Inside","Sawyer","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",570,"Unf",0,891,1461,"Gd",1721,0,1721,0,2,1,3,"TA",7,1,"Attchd","RFn",2,440,0,96,180,"7","WD","Normal",38,13,38,25,0,25
"136",174000,"RL",10400,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",7,6,"Hip","BrkFace",288,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,1304,1304,"Gd",1682,0,1682,0,2,0,3,"TA",7,1,"Attchd","Unf",2,530,98,0,0,"5","WD","Normal",38,38,38,0,0,0
"137",143000,"RL",10355,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,5,"Gable","BrkFace",196,"TA","TA","CBlock","TA","No","BLQ",695,"Unf",0,519,1214,"TA",1214,0,1214,0,2,0,3,"TA",5,1,"Attchd","RFn",1,318,0,111,0,"7","WD","Normal",40,40,40,0,0,0
"138",171000,"RL",11070,"Reg","Lvl","Inside","Mitchel","Norm","Duplex",7,5,"Gable","BrkFace",70,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1797.05,1907,"Gd",1959,0,1959,0,3,0,5,"TA",9,0,"2Types","Unf",3,766,0,0,0,"7","WD","Family",18,17,17,1,1,0
"139",230000,"RL",9066,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",8,5,"Gable","BrkFace",320,"Gd","TA","PConc","Gd","Mn","GLQ",668,"Unf",0,336,1004,"Ex",1004,848,1852,0,2,1,3,"Gd",7,2,"Attchd","Fin",3,660,224,106,0,"12","WD","Normal",9,8,9,1,0,1
"140",231500,"RL",15426,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",821,"Unf",0,107,928,"Ex",928,836,1764,1,2,1,3,"Gd",7,0,"Attchd","RFn",2,470,276,99,0,"8","WD","Normal",12,12,12,0,0,0
"141",115000,"RL",10500,"Reg","Lvl","FR2","NAmes","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",432,"Unf",0,432,864,"TA",864,0,864,0,1,0,3,"TA",5,1,"Attchd","Unf",0,0,0,0,0,"4","ConLI","Normal",39,39,31.4938361131256,0,7.50616388687445,-7.50616388687445
"142",260000,"RL",11645,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",1300,"Unf",0,434,1734,"Ex",1734,0,1734,1,2,0,3,"Gd",7,0,"Attchd","Fin",2,660,160,24,0,"1","WD","Normal",1,1,1,0,0,0
"143",166000,"RL",8520,"Reg","Lvl","Corner","NAmes","Artery","1Fam",5,4,"Gable","None",0,"TA","Fa","CBlock","TA","No","Rec",507,"Unf",0,403,910,"Fa",910,475,1385,0,2,0,4,"TA",6,0,"Detchd","Unf",2,720,0,0,0,"6","WD","Normal",58,58,10,0,48,-48
"144",204000,"RL",10335,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",183,"Gd","TA","PConc","Gd","Gd","GLQ",679,"Unf",0,811,1490,"Ex",1501,0,1501,1,2,0,3,"Gd",6,0,"Attchd","RFn",2,577,144,29,0,"6","WD","Normal",10,10,10,0,0,0
"145",125000,"RM",9100,"Reg","Lvl","Inside","Sawyer","RRAe","Duplex",5,5,"Gable","BrkFace",336,"TA","TA","CBlock","TA","No","Rec",1332,"Unf",0,396,1728,"TA",1728,0,1728,1,2,0,5,"TA",10,0,"Detchd","Unf",2,504,0,0,0,"11","ConLI","Abnorml",43,43,43,0,0,0
"146",130000,"RM",2522,"Reg","Lvl","Inside","Edwards","Norm","Twnhs",6,5,"Gable","Stone",50,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,970,970,"Ex",970,739,1709,0,2,0,3,"Gd",7,0,"Detchd","Unf",2,380,0,40,0,"4","WD","Normal",2,0,2,2,0,2
"147",105000,"RM",6120,"Reg","Lvl","Corner","BrkSide","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","BLQ",209,"Unf",0,506,715,"TA",875,0,875,1,1,0,2,"TA",5,0,"Detchd","Unf",1,180,48,0,0,"11","WD","Normal",78,16,78,62,0,62
"148",222500,"RL",9505,"IR1","Lvl","CulDSac","Gilbert","Norm","1Fam",7,5,"Gable","BrkFace",180,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,884,884,"Ex",884,1151,2035,0,2,1,3,"Gd",8,1,"BuiltIn","Fin",2,434,144,48,0,"5","WD","Normal",9,9,9,0,0,0
"149",141000,"RL",7500,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",120,"TA","TA","PConc","Gd","No","GLQ",680,"Unf",0,400,1080,"Ex",1080,0,1080,1,1,0,3,"Gd",6,0,"Attchd","Unf",0,0,0,0,0,"4","WD","Normal",4,3,29.4938361131256,1,-25.4938361131256,26.4938361131256
"150",115000,"RM",6240,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",5,4,"Gable","None",0,"TA","TA","BrkTil","Gd","No","Unf",0,"Unf",0,896,896,"Gd",896,448,1344,0,1,0,3,"TA",7,0,"Detchd","Unf",1,240,200,114,0,"4","WD","Normal",70,56,70,14,0,14
"151",122000,"RL",10356,"Reg","Lvl","Corner","CollgCr","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","Av","BLQ",716,"Unf",0,253,969,"TA",969,0,969,0,1,1,3,"TA",5,0,"Attchd","Unf",2,440,0,0,0,"1","WD","Normal",32,32,32,0,0,0
"152",372402,"RL",13891,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Hip","Stone",436,"Gd","TA","PConc","Ex","Gd","GLQ",1400,"Unf",0,310,1710,"Ex",1710,0,1710,1,2,0,2,"Gd",6,1,"Attchd","RFn",3,866,0,102,0,"1","New","Partial",1,0,1,1,0,1
"153",190000,"RL",14803,"IR1","Lvl","CulDSac","NWAmes","Norm","1Fam",6,5,"Gable","BrkFace",252,"TA","TA","CBlock","TA","No","Rec",416,"Unf",0,409,825,"Gd",1097,896,1993,0,2,1,4,"TA",8,1,"Attchd","RFn",2,495,0,66,0,"6","WD","Normal",35,35,35,0,0,0
"154",235000,"RL",13500,"Reg","Lvl","Inside","ClearCr","Norm","1Fam",6,7,"Flat","None",0,"TA","TA","CBlock","Gd","Gd","BLQ",429,"ALQ",830.380000000001,93,1602,"Gd",1252,0,1252,1,1,0,1,"TA",4,1,"Attchd","RFn",2,564,409,0,0,"3","WD","Normal",48,33,48,15,0,15
"155",125000,"RM",11340,"Reg","Lvl","Corner","OldTown","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,1200,1200,"TA",1200,0,1200,0,1,0,4,"TA",7,0,"Detchd","Unf",1,312,0,0,228,"3","WD","Family",83,56,83,27,0,27
"156",79000,"RL",9600,"Reg","Lvl","Corner","Edwards","Artery","1Fam",6,5,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,572,572,"Fa",572,524,1096,0,1,0,2,"TA",5,0,"Attchd","Unf",0,0,0,8,128,"4","WD","Normal",84,58,29.4938361131256,26,54.5061638868744,-28.5061638868744
"157",109500,"RL",7200,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Hip","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,0,0,"TA",1040,0,1040,0,1,0,2,"TA",5,0,"Detchd","Unf",2,625,0,0,0,"6","WD","Normal",56,56,56,0,0,0
"158",269500,"RL",12003,"Reg","Lvl","Corner","Timber","Norm","1Fam",8,5,"Gable","BrkFace",84,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,774,774,"Ex",774,1194,1968,0,2,1,4,"Ex",8,1,"BuiltIn","Fin",3,680,0,75,0,"5","New","Partial",1,1,1,0,0,0
"159",254900,"FV",12552,"Reg","Lvl","Corner","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",222,"Unf",0,769,991,"Ex",991,956,1947,0,2,1,3,"Gd",8,1,"Attchd","RFn",2,678,0,136,0,"5","WD","Normal",6,5,6,1,0,1
"160",320000,"RL",19378,"IR1","HLS","Corner","Gilbert","Norm","1Fam",7,5,"Gable","BrkFace",456,"Gd","TA","PConc","Gd","Mn","GLQ",57,"Unf",0,1335,1392,"Ex",1392,1070,2462,1,2,1,4,"Gd",9,1,"Attchd","RFn",2,576,239,132,0,"3","New","Partial",1,0,0,1,1,0
"161",162500,"RL",11120,"IR1","Lvl","CulDSac","Veenker","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","PConc","Gd","No","BLQ",660,"Unf",0,572,1232,"TA",1232,0,1232,0,2,0,3,"TA",6,0,"Attchd","Unf",2,516,0,0,0,"6","WD","Normal",24,24,24,0,0,0
